#### EXPORT DONNEES METEO POUR "NICE (ALPES-MARITIMES)" (LAT/LON: 43.7101728/7.2619532)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2013-10-11,15,9,8,9,15,12,0,55,10,1017,6.75,15,5,8,113,113,113,météo correcte
2013-10-12,16,8,14,8,16,12,0,59,10,1021,4.75,16,4,6,113,113,113,météo correcte
2013-10-13,19,10,10,10,19,16,0.3,80,10,1022,29.375,19,15,10,116,116,116,météo favorable
2013-10-14,20,11,11,11,20,17,0.6,84,9.875,1022,30.875,20,17,10,119,113,116,météo favorable
2013-10-15,23,10,20,10,23,18,0,77,10,1020,22.875,25,16,10,113,116,113,météo favorable
2013-10-16,22,12,16,12,22,19,0,75,10,1013,3.375,25,16,10,113,113,113,météo favorable
2013-10-17,23,15,9,15,23,17,0,75,10,1017,3.25,25,16,15,113,113,113,météo favorable
2013-10-18,23,13,11,13,23,17,0,82,10,1018,19.625,25,18,13,113,116,116,météo favorable
2013-10-19,20,13,14,13,20,17,0.1,88,10,1022,13.75,20,17,12,113,113,116,météo favorable
2013-10-20,20,14,17,14,20,17,2.9,88,9.25,1022,49.875,20,17,13,293,122,119,météo correcte
2013-10-21,22,13,12,13,22,18,1,85,9.875,1021,13.625,25,18,12,113,113,113,météo favorable
2013-10-22,23,13,20,13,23,20,2.8,85,9.5,1020,16.875,25,20,12,113,176,386,météo favorable
2013-10-23,22,19,9,19,22,19,7.1,93,8.375,1017,54.25,25,20,19,266,293,176,météo correcte
2013-10-24,21,14,11,14,21,18,0.2,91,10,1021,17.25,21,17,14,113,113,116,météo favorable
2013-10-25,21,13,14,13,21,18,0,88,10,1022,12.625,24,18,12,113,113,113,météo favorable
2013-10-26,23,13,12,13,23,18,0,89,9,1022,15.125,25,20,12,113,113,143,météo favorable
2013-10-27,23,19,12,15,23,19,0.3,88,9.875,1023,14.25,25,20,19,113,116,113,météo favorable
2013-10-28,23,18,17,13,23,19,0.1,87,7.5,1019,37.875,25,20,18,113,113,248,météo favorable
2013-10-29,22,19,9,17,22,18,4.5,88,9,1015,52.125,25,19,19,353,116,116,météo favorable
2013-10-30,20,16,18,14,20,17,2.3,73,9,1018,42,20,14,16,116,116,353,météo favorable
2013-10-31,20,17,19,16,20,16,1.8,70,9.375,1023,32.625,20,14,17,263,113,113,météo favorable
2013-11-01,22,17,9,12,22,17,0,74,10,1022,10,25,16,17,113,113,113,météo favorable
2013-11-02,23,15,19,12,23,18,0,75,10,1018,20.875,25,17,14,116,113,113,météo favorable
2013-11-03,23,19,31,14,23,14,0.1,67,10,1014,10.375,25,13,19,113,113,113,météo favorable
2013-11-04,18,15,24,13,17,16,1.3,81,8.125,1011,28.625,18,15,15,116,263,113,météo correcte
2013-11-05,18,13,11,9,18,14,0,58,10,1002,9.25,18,9,12,113,113,113,météo favorable
2013-11-06,21,17,3,12,21,16,0,69,10,1013,0.875,24,15,17,113,113,113,météo favorable
2013-11-07,22,19,9,15,22,19,0,78,10,1017,0,25,17,19,113,113,113,météo favorable
2013-11-08,23,16,10,11,23,19,0.5,89,9.875,1017,18.625,25,20,16,113,113,176,météo favorable
2013-11-09,20,14,30,13,20,12,0.1,67,10,1014,10.125,20,14,12,113,113,113,météo favorable
2013-11-10,22,16,40,10,22,10,0.2,70,10,1014,8.25,25,13,16,116,113,113,météo favorable
2013-11-11,17,12,14,8,17,10,0,32,10,1019,0.5,17,0,10,113,113,113,météo correcte
2013-11-12,21,15,17,11,21,13,0,61,10,1019,5.25,24,13,13,113,113,113,météo favorable
2013-11-13,22,15,12,12,22,14,0,62,10,1020,15.25,24,12,14,113,113,113,météo favorable
2013-11-14,19,13,15,11,19,12,6.3,83,8.625,1019,41.125,19,15,14,176,116,296,météo favorable
2013-11-15,11,9,26,9,11,8,3.7,75,9.625,1021,18.125,11,5,6,176,113,113,météo défavorable
2013-11-16,17,12,22,10,17,12,0.7,69,9.25,1023,24.375,17,10,10,176,113,113,météo correcte
2013-11-17,15,14,24,11,15,13,2.9,68,8.5,1022,41.625,15,9,12,116,263,176,météo correcte
2013-11-18,16,14,36,12,15,14,9.3,79,8.625,1017,50,16,12,11,296,293,176,météo correcte
2013-11-19,15,13,19,11,15,14,17.2,73,8.25,1004,51.75,15,10,11,293,293,263,météo très défavorable
2013-11-20,12,10,19,7,12,10,2.5,83,8.375,1004,24,12,8,8,176,113,176,météo défavorable
2013-11-21,14,11,25,9,14,8,3.7,78,8.75,1003,23,14,9,8,266,113,176,météo correcte
2013-11-22,9,7,22,4,9,7,0.2,62,10,1002,28.75,9,1,3,113,116,116,météo défavorable
2013-11-23,10,6,17,6,10,9,4,69,7.625,1004,44.75,10,5,4,116,263,293,météo défavorable
2013-11-24,12,9,18,7,12,9,0.5,64,9.375,1011,33.5,12,5,7,116,116,113,météo défavorable
2013-11-25,14,10,16,8,14,9,0,55,10,1019,6,14,4,8,113,113,113,météo correcte
2013-11-26,10,9,12,8,10,6,0.7,63,8.375,1024,35.625,10,4,7,263,113,113,météo défavorable
2013-11-27,8,6,22,6,8,5,0.4,56,9.875,1030,20.375,8,0,2,182,113,113,météo très défavorable
2013-11-28,11,5,11,3,11,5,0,48,10,1030,9.125,11,0,3,113,113,113,météo très défavorable
2013-11-29,13,7,11,3,13,5,0,55,10,1028,1.625,13,4,6,113,113,113,météo correcte
2013-11-30,11,9,40,3,11,9,6.4,82,8.75,1017,46.25,11,8,4,116,302,113,météo défavorable
2013-12-01,12,7,29,5,11,6,0,62,10,1019,20.5,12,4,3,113,113,116,météo défavorable
2013-12-02,12,9,41,9,11,8,0.8,62,8.75,1026,39.875,12,3,4,263,116,116,météo défavorable
2013-12-03,14,10,16,7,14,9,0,57,10,1027,7.625,14,5,7,113,113,113,météo correcte
2013-12-04,14,10,10,6,14,7,0,68,10,1026,3,14,9,8,113,113,113,météo correcte
2013-12-05,15,10,8,6,15,9,0,71,10,1022,1.625,15,10,10,113,113,113,météo correcte
2013-12-06,16,11,6,8,15,7,0,77,10,1019,5,16,12,11,113,113,113,météo correcte
2013-12-07,15,12,6,8,15,10,0,65,10,1025,3,15,7,12,113,113,113,météo correcte
2013-12-08,14,9,12,7,14,7,0,78,10,1029,5.875,14,8,7,113,113,113,météo correcte
2013-12-09,13,9,6,7,13,6,0,74,10,1030,15.375,13,8,9,113,113,116,météo correcte
2013-12-10,14,10,6,8,13,9,0,70,10,1035,1.125,14,8,10,113,113,113,météo correcte
2013-12-11,14,10,9,7,14,7,0,77,10,1035,0,14,9,10,113,113,113,météo correcte
2013-12-12,16,10,6,6,16,8,0,78,10,1033,0,16,11,9,113,113,113,météo correcte
2013-12-13,16,10,6,6,16,5,0,75,10,1028,6.125,15,8,10,113,113,116,météo correcte
2013-12-14,12,8,4,5,12,6,0,75,10,1030,14.75,12,7,8,113,113,113,météo défavorable
2013-12-15,13,10,10,8,13,9,0,70,10,1034,6.75,13,8,8,113,113,113,météo correcte
2013-12-16,14,10,4,6,14,8,0,72,10,1035,8.25,14,8,10,113,113,113,météo correcte
2013-12-17,15,10,4,6,14,7,0,65,10,1034,11.875,15,9,10,116,113,113,météo correcte
2013-12-18,13,9,9,6,13,6,0,69,10,1029,25.375,13,8,8,116,116,113,météo correcte
2013-12-19,13,11,18,8,13,11,24.1,91,6.375,1023,74.625,13,12,10,119,266,308,météo très défavorable
2013-12-20,11,10,27,8,11,10,28.3,84,7.75,1029,65.75,11,8,7,296,296,116,météo très défavorable
2013-12-21,13,10,15,8,13,10,0.1,86,10,1033,35,13,10,7,116,116,116,météo correcte
2013-12-22,15,10,16,9,15,11,1.9,88,8,1033,41.625,15,12,8,263,116,113,météo correcte
2013-12-23,13,8,8,6,13,12,0.1,85,10,1028,21,13,11,8,113,113,116,météo correcte
2013-12-24,13,11,4,9,13,11,1.4,85,8.875,1024,70.25,13,11,11,119,119,266,météo défavorable
2013-12-25,15,14,37,12,15,14,75.3,94,5.875,1011,99.625,15,14,12,308,389,308,météo très défavorable
2013-12-26,13,10,20,8,13,11,23.1,78,8,1000,43.75,13,7,8,176,113,176,météo très défavorable
2013-12-27,10,9,7,7,9,7,0,67,10,1014,14.625,10,4,8,113,113,113,météo défavorable
2013-12-28,13,8,10,6,12,12,8.4,91,9.25,1014,56.5,13,12,7,113,296,293,météo correcte
2013-12-29,13,6,13,5,12,7,0.1,67,10,1023,10.25,13,6,4,116,113,113,météo correcte
2013-12-30,11,7,17,5,10,7,0,52,10,1026,7,11,2,3,113,113,113,météo défavorable
2013-12-31,12,7,8,4,12,7,0,65,10,1024,9.125,12,6,7,116,113,113,météo défavorable
2014-01-01,12,7,8,4,12,10,0.1,83,10,1020,42.375,12,9,6,113,116,119,météo défavorable
2014-01-02,15,12,6,11,14,11,5.9,90,9,1017,53.375,15,13,11,296,296,113,météo correcte
2014-01-03,12,8,11,6,12,10,0.4,88,9.375,1019,42.125,12,10,7,113,116,119,météo défavorable
2014-01-04,16,14,27,12,15,14,19.9,97,7.625,1019,76.5,16,15,13,296,302,353,météo très défavorable
2014-01-05,12,10,23,10,12,8,10.1,78,9.375,1014,29.375,12,8,7,293,113,113,météo défavorable
2014-01-06,12,9,6,6,10,8,0,76,10,1022,13.75,12,8,9,116,113,113,météo défavorable
2014-01-07,13,9,6,6,12,10,0,86,10,1025,17.875,13,10,9,113,113,116,météo correcte
2014-01-08,13,9,8,6,13,10,0,88,10,1027,20.25,13,11,9,113,116,113,météo correcte
2014-01-09,15,9,14,6,14,9,0,81,10,1026,22.875,15,12,8,116,113,116,météo correcte
2014-01-10,15,10,9,7,13,9,0,84,10,1020,9,15,12,9,113,113,113,météo correcte
2014-01-11,14,9,6,6,14,11,0.1,88,10,1022,30.375,14,12,8,119,116,113,météo correcte
2014-01-12,14,9,11,7,14,10,0,81,10,1022,8.25,14,10,7,113,113,113,météo correcte
2014-01-13,14,8,6,5,14,12,8.1,88,9.125,1021,51.875,14,12,8,113,119,302,météo correcte
2014-01-14,14,12,12,12,14,6,8.3,80,9,1010,41.5,14,10,12,296,113,113,météo correcte
2014-01-15,10,8,8,6,10,7,0,59,10,1015,9.25,10,2,6,113,113,113,météo défavorable
2014-01-16,14,7,15,4,13,14,28.4,93,7,1015,68.5,14,13,6,116,302,308,météo très défavorable
2014-01-17,13,11,12,8,12,12,31.4,93,7.75,1008,65.5,13,12,11,302,302,113,météo très défavorable
2014-01-18,14,12,26,6,13,13,24,88,7.25,1010,74.5,14,12,10,302,299,302,météo très défavorable
2014-01-19,12,11,20,9,12,11,11.1,86,8,1002,72.25,12,10,8,293,296,293,météo défavorable
2014-01-20,11,10,8,9,11,10,3.5,84,5.375,1002,59.125,11,8,9,116,266,296,météo défavorable
2014-01-21,12,9,9,8,12,9,1.9,72,9.125,1009,24.625,12,7,8,176,113,113,météo défavorable
2014-01-22,11,8,8,7,11,9,0.9,77,10,1014,11,11,7,8,113,113,113,météo défavorable
2014-01-23,12,7,8,5,11,9,0.4,74,10,1016,32.5,12,7,5,116,116,113,météo défavorable
2014-01-24,16,6,7,2,16,9,0,61,10,1014,4.875,16,6,4,113,113,113,météo correcte
2014-01-25,11,7,9,5,10,9,0,49,10,1013,12.25,11,2,6,113,116,113,météo défavorable
2014-01-26,14,7,12,5,14,10,0,53,10,1012,16.875,14,3,5,116,113,116,météo correcte
2014-01-27,14,10,15,6,14,8,0.1,72,10,1006,6.25,14,8,8,113,113,113,météo correcte
2014-01-28,10,6,10,4,10,7,0,39,10,1001,5.625,10,0,4,113,113,113,météo défavorable
2014-01-29,8,6,23,5,7,6,12,89,7.5,1005,60,8,6,3,263,302,176,météo très défavorable
2014-01-30,9,7,35,5,8,7,22.5,83,7.625,1005,80.625,9,6,2,299,302,302,météo très défavorable
2014-01-31,8,6,18,7,8,6,4.2,84,9.75,1013,32.875,8,5,3,353,176,113,météo très défavorable
2014-02-01,12,7,13,3,12,9,0,72,10,1013,16.125,12,7,5,113,113,113,météo défavorable
2014-02-02,11,9,14,6,10,9,5.6,83,9.375,1010,43.375,11,6,7,293,293,113,météo défavorable
2014-02-03,11,9,8,8,11,9,2.2,79,5.875,1013,46.125,11,8,8,263,266,263,météo défavorable
2014-02-04,10,5,11,3,9,8,9.8,88,8.625,1016,31.25,10,7,3,263,299,113,météo très défavorable
2014-02-05,15,6,17,4,13,12,25.6,95,8.5,1015,46,15,14,3,116,308,176,météo très défavorable
2014-02-06,8,7,7,3,8,6,0,73,10,1016,6.875,8,4,7,113,113,113,météo très défavorable
2014-02-07,16,14,19,12,14,12,9.2,95,8.375,1014,47.75,16,15,12,266,302,113,météo correcte
2014-02-08,14,9,20,4,12,13,5.2,90,9.5,1011,50.625,14,12,7,113,296,296,météo correcte
2014-02-09,8,7,37,7,8,6,2.4,62,9.875,1010,19,8,4,2,113,113,116,météo très défavorable
2014-02-10,11,8,30,5,11,9,34.9,89,6.625,1006,80.125,11,9,4,308,308,263,météo très défavorable
2014-02-11,11,7,12,6,11,6,1.1,74,8.75,1007,25.125,11,5,6,116,113,113,météo défavorable
2014-02-12,11,7,10,4,11,6,0,67,10,1012,9.75,11,5,5,113,113,113,météo défavorable
2014-02-13,15,8,15,4,15,12,0,75,10,1013,14.25,15,11,8,113,113,113,météo correcte
2014-02-14,11,7,11,4,10,7,0,73,10,1015,10.5,11,7,6,113,113,113,météo défavorable
2014-02-15,13,11,12,11,12,11,1.9,97,3,1014,82.625,13,12,10,266,266,143,météo défavorable
2014-02-16,14,10,6,7,14,11,0.1,84,10,1014,28.75,14,11,10,113,116,113,météo correcte
2014-02-17,13,10,14,9,12,8,2.4,78,9.75,1017,14.375,13,8,9,113,113,113,météo correcte
2014-02-18,16,9,33,7,16,13,0,69,10,1018,39,16,10,6,116,116,116,météo correcte
2014-02-19,15,11,15,9,15,12,4.1,74,9.625,1013,50.25,15,11,9,353,293,113,météo correcte
2014-02-20,16,11,6,8,16,13,0.2,63,10,1014,14.5,16,9,10,113,113,113,météo correcte
2014-02-21,14,9,13,6,13,11,1.5,81,9.75,1014,17.875,14,10,8,113,293,113,météo correcte
2014-02-22,12,8,7,6,12,10,0,53,10,1019,6.25,12,3,7,113,113,113,météo défavorable
2014-02-23,12,9,14,6,12,9,0,66,10,1023,2.375,12,6,7,113,113,113,météo défavorable
2014-02-24,13,10,11,6,13,12,0,71,10,1023,1.875,13,8,9,113,113,113,météo correcte
2014-02-25,13,8,13,5,13,10,0,63,10,1021,25.375,13,7,7,113,113,113,météo correcte
2014-02-26,13,11,14,9,13,11,12,84,8.875,1020,45.75,13,9,10,293,113,176,météo correcte
2014-02-27,12,7,10,4,12,9,0.6,72,9.875,1022,21.625,12,6,6,113,113,116,météo défavorable
2014-02-28,16,6,17,3,16,11,3,79,9.125,1017,38.125,16,10,5,113,116,293,météo correcte
2014-03-01,11,8,10,6,11,9,4.2,66,7.625,1001,36.625,11,5,7,113,263,263,météo défavorable
2014-03-02,10,8,9,7,10,7,2.7,67,9.625,1003,25.375,10,4,6,176,113,113,météo défavorable
2014-03-03,11,10,21,5,11,11,22.2,91,8.25,1002,54,11,10,9,116,308,299,météo très défavorable
2014-03-04,10,8,26,6,9,8,4.3,76,8.875,1002,40.375,10,5,4,293,176,116,météo défavorable
2014-03-05,11,9,12,6,11,9,0.1,64,10,1016,15.875,11,4,7,113,113,113,météo défavorable
2014-03-06,13,9,18,9,13,9,1.3,69,9.125,1022,16,13,7,6,176,113,113,météo correcte
2014-03-07,15,7,16,7,15,7,0,65,10,1023,2,15,8,4,113,113,113,météo correcte
2014-03-08,11,8,17,8,11,9,0,75,10,1030,0.75,11,6,6,113,113,113,météo défavorable
2014-03-09,15,7,19,7,15,10,0,64,10,1030,1.875,15,8,4,113,113,113,météo correcte
2014-03-10,18,6,15,6,15,12,0,64,10,1025,19.5,18,11,3,113,119,113,météo correcte
2014-03-11,14,7,14,7,14,11,0,65,10,1026,18.375,14,7,4,116,113,113,météo correcte
2014-03-12,15,6,19,6,15,14,0,58,10,1029,0,15,9,3,113,113,113,météo correcte
2014-03-13,18,8,10,8,18,12,0,58,10,1029,7.125,18,9,6,113,113,113,météo favorable
2014-03-14,19,8,11,8,19,13,0,58,10,1026,5.25,19,10,7,113,113,113,météo favorable
2014-03-15,19,9,15,9,19,12,0,64,10,1023,13.625,19,12,8,113,116,113,météo favorable
2014-03-16,16,11,15,11,16,12,0,74,10,1019,1.625,16,10,11,113,113,113,météo correcte
2014-03-17,18,11,13,11,18,14,0,76,10,1022,0,18,13,10,113,113,113,météo favorable
2014-03-18,19,9,13,9,19,15,0,85,10,1020,1.375,19,15,9,113,113,113,météo favorable
2014-03-19,17,10,15,10,17,13,0,82,10,1023,14.125,17,13,8,113,113,113,météo correcte
2014-03-20,17,10,21,10,17,13,0.1,78,10,1024,7.5,17,12,7,113,113,113,météo correcte
2014-03-21,18,9,13,9,18,13,0.4,87,9.875,1022,13.375,18,13,8,113,113,113,météo favorable
2014-03-22,14,10,25,10,14,13,14.6,94,9.125,1018,69,14,13,9,116,296,302,météo défavorable
2014-03-23,17,8,24,8,17,9,2.8,82,9.75,1006,19.75,17,11,5,113,113,293,météo correcte
2014-03-24,12,7,14,7,12,9,0,58,10,1011,23.125,12,0,5,113,113,116,météo défavorable
2014-03-25,14,8,12,8,14,9,1.3,59,9.625,1010,32.875,14,5,5,113,116,176,météo correcte
2014-03-26,12,8,28,8,12,10,0.6,75,9.875,1008,25.75,12,5,4,116,113,113,météo défavorable
2014-03-27,14,9,27,9,13,12,1.8,69,6.875,1011,41.125,14,6,6,263,263,113,météo correcte
2014-03-28,13,9,10,9,13,11,0,66,10,1019,8.5,13,6,9,113,113,113,météo correcte
2014-03-29,18,8,24,8,18,14,0,73,10,1020,13.375,18,9,5,113,113,113,météo favorable
2014-03-30,16,9,17,9,16,13,0,74,10,1018,14.25,16,8,8,113,113,113,météo correcte
2014-03-31,18,9,17,9,18,13,0,83,10,1017,21.5,18,10,9,116,116,113,météo favorable
2014-04-01,17,9,18,9,17,13,0.3,88,10,1016,11.125,17,13,7,113,113,113,météo correcte
2014-04-02,18,9,15,9,18,14,0,91,10,1016,27.375,18,14,9,116,113,113,météo favorable
2014-04-03,18,9,39,9,18,14,1,80,8.625,1010,39.625,18,11,6,113,116,263,météo favorable
2014-04-04,15,11,29,11,15,13,9.2,79,7.375,1007,51.125,15,10,8,293,293,263,météo correcte
2014-04-05,18,12,10,12,18,14,0.4,76,9.875,1013,20.25,18,10,11,113,116,113,météo favorable
2014-04-06,19,12,10,12,19,15,2.1,76,9.375,1018,19.5,19,13,12,113,176,176,météo favorable
2014-04-07,20,13,15,13,19,14,0,80,10,1021,5,20,12,13,113,113,113,météo favorable
2014-04-08,21,12,24,12,21,19,2,74,9.875,1019,9.375,21,15,10,113,113,176,météo favorable
2014-04-09,19,11,11,11,19,15,0,78,10,1019,11.375,19,11,9,113,113,113,météo favorable
2014-04-10,20,12,14,12,20,15,0,80,10,1019,6,20,12,12,113,113,113,météo favorable
2014-04-11,18,13,12,13,18,15,0.8,88,9.75,1017,10.25,18,15,13,113,113,176,météo favorable
2014-04-12,18,13,10,13,18,15,1.9,85,9.375,1016,19.125,18,14,12,113,176,176,météo favorable
2014-04-13,19,12,10,12,19,16,1.6,89,8.125,1017,38.625,19,15,12,116,263,176,météo correcte
2014-04-14,21,12,19,12,21,17,0,90,10,1017,7.625,24,16,11,113,113,113,météo favorable
2014-04-15,19,11,19,11,19,14,0,78,10,1016,7.375,19,10,9,113,113,113,météo favorable
2014-04-16,13,11,24,11,12,11,0.3,69,9.875,1022,52.625,13,7,8,122,176,116,météo correcte
2014-04-17,19,9,18,9,19,16,0,75,10,1021,24.75,19,12,9,116,116,113,météo favorable
2014-04-18,22,10,19,10,22,17,1.9,83,9.75,1015,27.875,25,16,10,116,116,176,météo favorable
2014-04-19,15,11,28,11,15,13,5.7,79,9.125,1009,30.875,15,8,8,176,176,176,météo correcte
2014-04-20,18,10,12,10,18,14,3.6,81,9.625,1008,33.25,18,12,10,113,116,293,météo favorable
2014-04-21,17,13,18,13,17,15,3.1,87,6.125,1008,47.625,17,13,12,263,176,263,météo correcte
2014-04-22,18,13,11,13,17,15,1.3,87,9,1014,21.25,18,14,12,113,176,176,météo favorable
2014-04-23,20,12,13,12,20,16,0.9,78,9.875,1016,8.125,20,12,12,113,113,176,météo favorable
2014-04-24,21,15,12,15,21,17,0.5,79,9.875,1016,7.625,25,14,15,113,113,113,météo favorable
2014-04-25,21,13,9,13,21,17,2.3,81,9.5,1012,27.25,24,16,13,116,176,176,météo favorable
2014-04-26,20,14,18,14,20,16,0,78,10,1011,13.125,20,13,15,113,113,113,météo favorable
2014-04-27,17,12,14,12,17,15,13.2,82,9,1007,43.625,17,13,11,293,299,176,météo défavorable
2014-04-28,19,12,12,12,19,14,2.8,78,9.5,1008,12.625,19,10,12,113,176,176,météo favorable
2014-04-29,18,11,14,11,18,15,0.9,74,9.75,1010,11.125,18,11,11,113,113,176,météo favorable
2014-04-30,22,10,22,10,21,16,2.3,76,9.75,1010,6.5,25,15,8,113,176,113,météo favorable
2014-05-01,19,13,16,13,19,16,0.7,79,9.75,1012,8.125,19,12,13,113,113,176,météo favorable
2014-05-02,19,12,22,12,18,15,10.1,80,8,1009,22.125,19,13,12,176,176,263,météo correcte
2014-05-03,21,12,13,12,21,17,4,72,8.75,1009,30.75,25,13,10,113,176,176,météo favorable
2014-05-04,18,13,12,13,18,16,2.7,75,9.5,1015,16.625,18,11,12,176,113,113,météo favorable
2014-05-05,19,14,13,14,19,16,0,68,10,1018,6.125,19,11,14,113,113,113,météo favorable
2014-05-06,20,14,23,14,20,16,0,73,10,1020,19.875,20,12,13,113,113,116,météo favorable
2014-05-07,23,13,28,13,23,19,0.1,75,10,1019,17.125,25,16,12,113,113,113,météo favorable
2014-05-08,20,14,12,14,20,17,0,83,10,1019,16.5,20,15,13,113,113,113,météo favorable
2014-05-09,23,15,13,15,23,18,0,81,10,1018,5.75,25,16,15,113,113,113,météo favorable
2014-05-10,23,16,15,16,23,19,0,83,10,1016,14.625,25,18,16,113,113,113,météo favorable
2014-05-11,25,15,34,15,25,15,0,69,10,1014,15.25,26,13,14,113,113,116,météo idéale
2014-05-12,21,13,29,13,21,17,0,61,10,1014,18.375,21,9,12,113,113,113,météo favorable
2014-05-13,20,12,17,12,20,15,3.6,73,9.75,1015,15.875,20,12,11,113,113,293,météo favorable
2014-05-14,18,13,16,13,18,15,1,64,9.875,1021,4.75,18,9,13,113,113,176,météo favorable
2014-05-15,21,12,17,12,21,15,1.3,68,9.875,1021,8.125,24,10,11,113,113,113,météo favorable
2014-05-16,25,13,18,13,24,20,0,67,10,1019,10.375,26,14,12,113,113,113,météo favorable
2014-05-17,19,14,16,14,19,16,1.4,77,9.75,1016,10.75,19,13,13,113,113,176,météo favorable
2014-05-18,21,14,14,14,21,17,0.1,80,10,1016,8.125,25,14,15,113,113,113,météo favorable
2014-05-19,18,15,29,15,17,15,10.3,87,8.625,1016,56.625,18,15,13,293,299,263,météo correcte
2014-05-20,20,14,17,14,20,17,0.1,83,10,1018,23.25,20,14,13,116,113,113,météo favorable
2014-05-21,23,14,28,14,23,20,0.3,81,10,1017,20,25,17,12,116,113,113,météo favorable
2014-05-22,24,14,20,14,24,20,0.5,85,9.875,1015,14.875,26,19,13,113,113,113,météo favorable
2014-05-23,21,16,19,16,21,17,0.5,89,9,1015,20,21,14,16,116,113,113,météo favorable
2014-05-24,21,15,15,15,21,18,0,74,10,1017,8.75,21,14,15,113,113,113,météo favorable
2014-05-25,23,14,16,14,23,17,1,74,8.75,1017,32.25,25,13,14,113,113,263,météo favorable
2014-05-26,22,15,22,15,22,18,1.6,76,9.75,1016,13.5,25,14,15,113,113,113,météo favorable
2014-05-27,21,14,13,14,21,18,2.3,78,9.875,1014,9.5,21,15,14,113,113,113,météo favorable
2014-05-28,21,15,15,15,21,18,1.7,76,9.75,1013,9.25,21,14,15,113,113,176,météo favorable
2014-05-29,21,15,11,15,20,18,5.3,82,9.5,1012,16.625,21,16,15,113,113,176,météo favorable
2014-05-30,23,16,10,16,22,20,6.6,81,9.25,1013,8.625,25,18,16,113,176,176,météo favorable
2014-05-31,23,14,17,14,21,19,4.1,85,9.375,1016,14.375,25,18,13,113,176,176,météo favorable
2014-06-01,22,15,11,15,22,19,2.5,81,9.375,1017,23,25,17,15,113,176,176,météo favorable
2014-06-02,23,15,11,15,23,19,5.8,83,9.375,1016,16.25,25,18,15,176,113,176,météo favorable
2014-06-03,23,16,12,16,23,20,2,80,9.75,1014,14.75,25,17,16,113,113,113,météo favorable
2014-06-04,24,17,27,17,24,20,1,81,9.625,1012,19.25,26,17,17,116,176,113,météo favorable
2014-06-05,23,15,19,15,23,19,0,74,10,1017,3.125,25,14,15,113,113,113,météo favorable
2014-06-06,24,16,14,16,24,21,0.1,80,10,1019,10.625,26,18,16,113,113,116,météo idéale
2014-06-07,27,18,12,18,26,23,0,74,10,1019,4.125,29,19,18,113,113,113,météo idéale
2014-06-08,28,21,10,21,28,24,0,75,10,1020,4.625,29,20,21,113,113,113,météo idéale
2014-06-09,28,21,10,21,28,23,7.8,78,9.125,1019,5.75,31,22,21,113,356,176,météo correcte
2014-06-10,28,20,12,20,27,24,8,79,9.25,1019,4.125,31,22,20,176,176,176,météo correcte
2014-06-11,27,23,9,24,27,23,1.2,69,10,1021,5.375,27,17,23,116,113,113,météo idéale
2014-06-12,28,23,9,25,28,23,1.9,67,10,1020,5,29,18,23,113,113,113,météo idéale
2014-06-13,28,22,12,22,27,23,3.8,73,9.875,1017,8.875,30,20,22,113,113,113,météo favorable
2014-06-14,27,19,14,19,27,22,14,82,8.75,1011,15.375,31,23,19,176,386,386,météo défavorable
2014-06-15,23,17,24,17,22,19,8.2,80,9.125,1013,30.5,25,16,17,176,176,176,météo correcte
2014-06-16,24,16,25,16,24,21,1.1,74,10,1014,26.875,26,17,16,116,113,113,météo idéale
2014-06-17,25,17,13,17,24,22,2.8,74,9.5,1014,10.75,26,18,17,113,176,176,météo favorable
2014-06-18,25,17,13,17,25,21,4.4,69,9.5,1016,15.75,26,17,17,113,176,176,météo favorable
2014-06-19,25,18,15,18,25,22,0.6,73,9.875,1017,14.625,26,17,18,116,113,113,météo idéale
2014-06-20,28,20,12,20,28,24,0.3,77,10,1015,5.5,30,20,20,113,113,113,météo idéale
2014-06-21,25,18,12,18,25,22,0.4,86,10,1016,6,28,22,18,113,113,113,météo idéale
2014-06-22,27,21,17,21,27,23,0.3,78,10,1020,3.875,29,20,21,113,113,113,météo idéale
2014-06-23,28,20,12,20,28,24,0.6,78,10,1019,6.625,30,22,20,113,113,113,météo idéale
2014-06-24,29,20,13,20,29,25,1.2,83,10,1015,5.625,34,24,20,113,113,113,météo idéale
2014-06-25,28,19,22,19,28,24,16.3,86,9,1010,14.375,31,23,19,386,386,176,météo très défavorable
2014-06-26,25,22,9,22,25,22,6.4,87,9.375,1013,26.375,28,22,22,176,176,176,météo favorable
2014-06-27,25,19,13,19,24,22,3.6,82,9.75,1018,6.5,27,20,19,113,113,113,météo favorable
