#### EXPORT DONNEES METEO POUR "NICE (ALPES-MARITIMES)" (LAT/LON: 43.7101728/7.2619532)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2009-01-01,10,6,21,5,9,7,2.5,84,9.875,1024,23.75,10,6,4,113,113,113,météo défavorable
2009-01-02,11,4,14,2,10,4,0,72,10,1022,11.5,11,7,1,113,113,113,météo très défavorable
2009-01-03,7,5,23,2,7,5,0,73,10,1019,5.75,7,2,0,113,113,113,météo très défavorable
2009-01-04,10,3,10,1,10,6,0,68,10,1019,3,10,4,0,113,113,113,météo très défavorable
2009-01-05,10,3,5,0,10,6,0,82,10,1015,22.75,10,7,3,113,113,116,météo très défavorable
2009-01-06,6,4,26,2,6,4,3.7,87,8.5,1012,57.125,6,4,0,116,263,317,météo très défavorable
2009-01-07,5,4,40,2,5,4,24.9,88,6.375,1013,55.125,5,3,-2,230,299,176,météo très défavorable
2009-01-08,5,4,22,4,5,5,1.4,80,8.625,1024,32.5,5,2,0,113,116,263,météo très défavorable
2009-01-09,8,7,30,5,8,7,1.1,73,9.125,1026,26.875,8,3,3,176,113,263,météo très défavorable
2009-01-10,10,4,17,2,7,4,0.1,70,10,1026,14.625,10,5,1,113,113,113,météo très défavorable
2009-01-11,9,6,14,3,7,6,0,72,10,1029,7.75,9,5,3,113,113,113,météo défavorable
2009-01-12,11,5,17,3,8,6,0,69,10,1029,4.375,11,6,1,113,113,113,météo très défavorable
2009-01-13,13,3,21,1,10,5,0,67,10,1024,2.75,13,7,-1,113,113,113,météo correcte
2009-01-14,12,6,7,3,11,8,0,74,10,1013,5.75,12,8,4,113,113,113,météo défavorable
2009-01-15,8,6,21,4,7,6,0.2,70,10,1021,13.875,8,2,2,113,113,113,météo très défavorable
2009-01-16,10,5,13,3,9,7,0,75,10,1025,12.375,10,6,2,113,113,116,météo très défavorable
2009-01-17,10,5,18,4,10,9,0,84,10,1025,28,10,8,2,113,116,113,météo très défavorable
2009-01-18,13,5,28,2,13,12,0.2,86,10,1022,22.5,13,10,1,113,116,113,météo correcte
2009-01-19,12,7,26,7,12,9,8.4,93,9.125,1015,64.5,12,10,3,116,122,302,météo défavorable
2009-01-20,15,13,13,13,14,9,8,94,9.625,1000,32.75,15,12,11,293,113,113,météo correcte
2009-01-21,10,3,15,3,9,6,0,71,10,1007,25,10,2,-1,116,116,113,météo très défavorable
2009-01-22,11,2,14,2,11,5,0.2,66,10,1008,8.625,11,3,-2,113,113,113,météo très défavorable
2009-01-23,18,4,29,4,13,18,7.4,90,7.875,1003,49.75,18,15,1,263,302,113,météo correcte
2009-01-24,13,3,18,3,13,8,6.2,83,8.5,992,49.25,13,9,0,293,296,176,météo correcte
2009-01-25,9,5,13,5,9,8,0.1,71,10,998,20.125,9,4,2,116,113,113,météo très défavorable
2009-01-26,9,6,40,6,9,7,32.7,91,8.25,998,64.125,9,7,1,296,308,176,météo très défavorable
2009-01-27,10,6,19,6,10,8,0.8,74,9.75,1006,18,10,3,2,176,113,116,météo défavorable
2009-01-28,11,3,15,3,10,7,0,64,10,1010,5.625,11,4,-1,113,113,113,météo très défavorable
2009-01-29,12,5,15,5,12,7,0,73,10,1014,6.5,12,4,4,113,113,113,météo très défavorable
2009-01-30,12,4,11,4,12,9,0,76,10,1017,6.125,12,5,2,113,113,113,météo très défavorable
2009-01-31,12,3,18,3,12,11,0.8,84,8.75,1015,38.25,12,9,0,113,263,263,météo très défavorable
2009-02-01,9,6,30,6,9,7,2.5,77,6.375,1008,63.875,9,4,1,176,263,263,météo défavorable
2009-02-02,8,5,44,5,8,6,20.8,86,8.625,1004,60.25,8,6,-1,299,299,299,météo très défavorable
2009-02-03,12,7,22,7,12,9,2.2,77,9.875,1001,44.25,12,7,3,116,116,116,météo défavorable
2009-02-04,11,8,21,8,11,10,4.1,89,8.25,1002,55.875,11,9,7,293,176,296,météo défavorable
2009-02-05,11,9,12,9,11,10,11.1,91,9.125,1004,35.875,11,10,9,113,116,299,météo défavorable
2009-02-06,12,10,20,10,12,11,42.6,92,6.875,999,64.75,12,10,8,359,356,356,météo très défavorable
2009-02-07,11,8,9,8,11,9,8.4,86,8,990,40.125,11,8,7,176,353,176,météo défavorable
2009-02-08,9,7,14,7,8,9,1.7,72,9.125,1003,21.625,9,5,5,176,113,113,météo défavorable
2009-02-09,10,3,14,3,10,8,0,68,10,1011,9.5,10,4,0,113,113,113,météo très défavorable
2009-02-10,14,7,36,7,14,8,0.1,89,10,1010,12.375,14,7,3,113,113,113,météo correcte
2009-02-11,9,4,28,4,9,5,0,55,10,1011,6.125,9,0,-2,113,113,113,météo très défavorable
2009-02-12,10,0,19,0,10,7,0.3,56,9.875,1013,24.625,10,0,-5,113,116,176,météo très défavorable
2009-02-13,8,1,22,1,7,5,0,51,10,1016,1.25,8,0,-5,113,113,113,météo très défavorable
2009-02-14,6,-1,14,-1,6,4,0,54,10,1020,6.75,6,0,-6,113,113,113,météo très défavorable
2009-02-15,8,-1,11,-1,8,3,0,52,10,1024,15.375,8,0,-5,113,113,116,météo très défavorable
2009-02-16,10,1,21,1,10,6,0.1,69,10,1024,31.75,10,3,-2,116,116,113,météo très défavorable
2009-02-17,12,1,23,1,12,11,0,70,10,1022,7.875,12,7,-3,113,113,113,météo très défavorable
2009-02-18,7,5,23,5,7,6,0.8,73,9.25,1018,16.75,7,2,1,113,113,263,météo très défavorable
2009-02-19,8,4,10,4,8,6,0.7,75,10,1023,41.25,8,3,2,116,119,113,météo très défavorable
2009-02-20,10,1,21,1,10,9,0,70,10,1027,9.25,10,5,-2,113,113,113,météo très défavorable
2009-02-21,11,6,21,6,11,7,0,78,10,1025,18.875,11,4,2,116,113,113,météo défavorable
2009-02-22,14,3,13,3,14,11,0.2,78,10,1025,29,14,8,1,113,116,116,météo correcte
2009-02-23,14,3,12,3,14,10,0,71,10,1017,14.625,14,7,0,113,113,113,météo correcte
2009-02-24,12,4,17,4,11,9,0,65,10,1019,14.375,12,4,0,113,116,113,météo très défavorable
2009-02-25,9,6,19,6,9,7,0.2,76,10,1028,10.25,9,2,2,113,113,113,météo défavorable
2009-02-26,14,3,11,3,14,12,0,73,10,1029,26.625,14,7,0,116,113,116,météo correcte
2009-02-27,15,5,13,5,14,13,0,72,10,1018,4.375,15,10,2,113,113,113,météo correcte
2009-02-28,14,5,13,5,14,10,0,81,10,1018,8.125,14,9,3,113,113,113,météo correcte
2009-03-01,12,10,18,10,12,11,11.8,91,8,1016,60.625,12,10,7,293,299,293,météo défavorable
2009-03-02,13,8,12,8,13,11,2.1,83,7.375,1015,39.125,13,9,7,263,263,176,météo correcte
2009-03-03,14,5,10,5,14,11,1.1,86,9.75,1016,10.5,14,11,3,113,113,176,météo correcte
2009-03-04,13,9,10,9,13,11,9,85,8.25,1009,49.75,13,10,9,176,266,302,météo correcte
2009-03-05,9,7,17,7,9,8,19.1,84,7.875,984,58.625,9,5,5,299,302,176,météo très défavorable
2009-03-06,8,6,18,8,6,7,4.1,76,8.5,997,41.875,8,5,4,293,263,113,météo très défavorable
2009-03-07,12,5,18,5,11,9,0,67,10,1008,8.25,12,5,1,113,113,113,météo très défavorable
2009-03-08,14,5,14,5,12,11,0,64,10,1012,8.75,14,7,2,113,116,113,météo correcte
2009-03-09,11,7,28,7,11,9,0,61,10,1018,5.75,11,3,3,113,113,113,météo défavorable
2009-03-10,15,3,22,3,14,11,0,61,10,1020,11.125,15,7,0,113,113,113,météo correcte
2009-03-11,14,6,16,6,14,11,0,68,10,1020,12,14,7,3,113,113,113,météo correcte
2009-03-12,12,4,17,4,12,10,0,59,10,1024,14.25,12,5,1,113,113,113,météo très défavorable
2009-03-13,16,6,11,6,16,12,0,68,10,1022,28.125,16,10,4,116,113,116,météo correcte
2009-03-14,14,6,14,6,14,11,0,73,10,1020,16.375,14,9,4,113,113,116,météo correcte
2009-03-15,15,7,12,7,15,13,0,78,10,1022,5.375,15,10,5,113,113,113,météo correcte
2009-03-16,14,9,29,9,13,11,0.3,69,10,1027,6.5,14,7,5,113,113,113,météo correcte
2009-03-17,17,6,14,6,17,13,0,69,10,1028,4.75,17,10,3,113,113,113,météo correcte
2009-03-18,18,7,10,7,18,12,0.1,68,10,1026,11.625,18,10,5,113,113,113,météo favorable
2009-03-19,17,7,10,7,17,11,3,87,9.25,1020,17,17,13,6,176,176,113,météo correcte
2009-03-20,10,7,32,8,7,6,4.7,80,9.625,1022,22.375,10,5,3,113,299,113,météo défavorable
2009-03-21,10,1,13,1,10,8,0.4,61,9.875,1024,14.125,10,1,-2,113,116,113,météo très défavorable
2009-03-22,15,2,16,2,15,11,0,58,10,1023,0.875,15,5,-1,113,113,113,météo correcte
2009-03-23,17,6,24,6,17,13,0,62,10,1019,6.25,17,8,4,113,113,113,météo correcte
2009-03-24,16,8,33,8,16,8,0,59,10,1009,8,16,6,3,113,113,113,météo correcte
2009-03-25,16,3,17,3,16,13,0,59,10,1010,23.5,16,6,0,116,116,113,météo correcte
2009-03-26,13,6,19,6,13,10,0,60,10,1012,4.875,13,4,3,113,113,113,météo correcte
2009-03-27,19,8,32,8,19,14,0,67,10,1011,3.5,19,8,5,113,113,113,météo favorable
2009-03-28,16,6,17,6,15,15,7.4,86,8.25,1008,41,16,13,6,116,299,293,météo correcte
2009-03-29,12,10,30,10,12,12,39.3,86,6.75,1003,77.375,12,10,6,302,308,299,météo très défavorable
2009-03-30,12,10,18,10,12,10,1.4,90,9.25,1013,41.5,12,9,9,176,113,116,météo défavorable
2009-03-31,17,8,30,8,17,11,7.8,81,8.875,1014,28.375,17,12,4,113,113,299,météo correcte
2009-04-01,13,11,24,11,13,12,54.1,88,6.375,1011,78,13,10,8,308,293,308,météo très défavorable
2009-04-02,12,10,23,10,12,11,22.3,88,8.625,1016,45.375,12,10,9,299,176,176,météo très défavorable
2009-04-03,14,9,24,9,14,12,0.9,78,9.75,1020,23.375,14,9,6,116,176,113,météo correcte
2009-04-04,18,7,15,7,18,14,0.5,66,9.75,1020,9,18,11,4,113,113,176,météo favorable
2009-04-05,16,9,10,9,16,14,3.1,81,7.75,1019,53.875,16,12,8,116,266,263,météo correcte
2009-04-06,18,9,14,9,17,15,9.9,89,9.25,1018,19.375,18,12,9,356,176,113,météo correcte
2009-04-07,17,9,10,9,17,13,0.4,84,10,1015,10.375,17,11,9,113,113,113,météo correcte
2009-04-08,15,9,20,9,15,13,0,81,10,1017,19.125,15,10,6,113,116,113,météo correcte
2009-04-09,17,10,20,10,17,14,0.6,71,8.75,1018,37.875,17,11,7,263,116,113,météo correcte
2009-04-10,18,9,20,9,18,16,3.4,80,9.625,1015,17.125,18,14,7,113,113,176,météo favorable
2009-04-11,15,13,32,13,15,14,3.5,86,8.875,1010,42.125,15,12,10,176,353,176,météo correcte
2009-04-12,17,11,31,11,17,15,6.5,84,8.375,1009,38.125,17,12,8,299,113,113,météo correcte
2009-04-13,19,9,20,9,19,14,0.1,65,10,1007,5.125,19,9,6,113,113,113,météo favorable
2009-04-14,18,11,13,11,18,16,0.7,72,10,1010,4.5,18,13,10,113,113,113,météo favorable
2009-04-15,17,10,14,10,17,14,0.1,74,10,1014,16,17,10,10,113,113,116,météo correcte
2009-04-16,14,10,22,10,14,12,25.8,92,8.25,1013,45.5,14,12,8,302,305,176,météo très défavorable
2009-04-17,16,9,22,9,16,13,3.6,79,9.625,1011,10.75,16,10,7,113,113,176,météo correcte
2009-04-18,15,9,11,9,14,12,6.7,81,9.25,1014,27.625,15,10,9,176,176,353,météo correcte
2009-04-19,14,9,16,9,14,12,4.1,76,8.625,1018,28.75,14,8,7,176,176,293,météo correcte
2009-04-20,15,11,19,11,15,13,17.7,86,9,1018,47.625,15,12,9,299,302,113,météo très défavorable
2009-04-21,18,11,18,11,17,16,2.8,76,8.375,1017,32.75,18,13,9,176,293,113,météo correcte
2009-04-22,20,11,19,11,20,16,0.8,65,10,1015,15.75,20,12,9,113,113,113,météo favorable
2009-04-23,22,11,13,11,22,14,4.4,67,9.5,1014,17.25,25,13,9,113,113,386,météo favorable
2009-04-24,15,13,22,13,15,14,9.6,79,8.75,1018,36.125,15,11,11,176,176,113,météo correcte
2009-04-25,17,13,35,13,17,15,0,82,10,1018,12,17,12,10,113,113,113,météo correcte
2009-04-26,15,12,32,12,15,14,35.2,90,7.125,1015,75.75,15,14,9,302,308,293,météo très défavorable
2009-04-27,16,12,26,12,16,14,47.1,86,7.625,1010,61,16,13,9,299,305,305,météo très défavorable
2009-04-28,17,12,27,12,17,14,6.9,80,9.5,1007,17.5,17,10,11,176,113,113,météo correcte
2009-04-29,17,10,36,10,16,14,0.4,70,10,1012,4.375,17,6,6,113,113,113,météo correcte
2009-04-30,17,9,18,9,17,14,0.2,60,10,1014,4.75,17,9,7,113,113,113,météo correcte
2009-05-01,18,11,14,11,18,16,1.3,69,9.75,1017,12.25,18,10,9,113,176,113,météo favorable
2009-05-02,20,12,15,12,20,16,0.9,64,10,1020,7.75,20,10,11,113,113,113,météo favorable
2009-05-03,19,12,24,12,19,16,3.4,82,9.75,1022,21,19,14,9,386,353,176,météo correcte
2009-05-04,19,11,10,11,19,17,6.7,83,9,1020,26.25,19,15,11,176,176,176,météo favorable
2009-05-05,17,13,15,13,17,16,2.6,81,9.625,1020,35.75,17,12,11,176,353,116,météo correcte
2009-05-06,21,12,18,12,21,17,0,75,10,1020,7.5,21,14,12,113,113,113,météo favorable
2009-05-07,20,15,15,15,20,18,0,79,10,1021,1.375,20,15,15,113,113,113,météo favorable
2009-05-08,21,13,23,13,21,18,0.2,76,10,1021,15.75,21,13,12,113,113,116,météo favorable
2009-05-09,21,14,11,14,21,18,0.1,75,10,1021,9.5,21,13,14,113,113,113,météo favorable
2009-05-10,20,12,23,12,20,18,0,73,10,1020,14.75,20,13,10,113,113,113,météo favorable
2009-05-11,22,13,15,13,22,19,0,69,10,1019,16.125,25,15,11,113,113,113,météo favorable
2009-05-12,22,15,13,15,22,18,0,67,10,1018,8.75,25,14,15,113,113,113,météo favorable
2009-05-13,22,14,14,14,22,20,0.6,68,9.875,1018,16.75,25,16,13,176,113,113,météo favorable
2009-05-14,22,14,12,14,22,19,0.9,80,9.625,1013,19,25,16,14,113,176,176,météo favorable
2009-05-15,17,15,14,15,17,17,31.4,93,6.875,1011,62.375,17,16,15,308,308,299,météo très défavorable
2009-05-16,20,15,12,15,19,18,1,82,9.875,1016,19.625,20,14,15,113,113,113,météo favorable
2009-05-17,22,14,12,14,22,19,0.6,85,10,1018,5,25,15,14,113,113,113,météo favorable
2009-05-18,23,15,19,15,23,19,0.3,64,10,1019,6,25,14,14,113,113,113,météo favorable
2009-05-19,24,17,19,17,24,20,0,75,10,1020,2,25,15,17,113,113,113,météo idéale
2009-05-20,25,18,13,18,25,21,0.7,75,10,1021,1.625,26,16,18,113,113,113,météo idéale
2009-05-21,25,17,12,17,25,20,0,68,10,1020,5.5,26,15,17,113,113,113,météo idéale
2009-05-22,24,15,14,17,24,21,0,74,10,1016,10.5,25,17,15,113,113,113,météo idéale
2009-05-23,24,17,10,18,24,21,0.4,79,10,1019,10.375,25,16,17,116,113,113,météo idéale
2009-05-24,25,18,9,20,25,20,0,64,10,1019,6.75,25,14,18,113,113,113,météo idéale
2009-05-25,26,16,15,19,26,22,0,59,10,1020,10.125,27,17,16,113,113,113,météo idéale
2009-05-26,24,17,16,19,24,22,1,73,9.875,1016,6,25,17,17,113,113,113,météo idéale
2009-05-27,24,16,18,17,24,23,0.7,71,10,1019,7.375,25,15,16,113,113,113,météo idéale
2009-05-28,23,16,20,16,23,21,3.4,85,9.75,1022,19.125,25,16,16,176,113,113,météo favorable
2009-05-29,28,15,17,17,26,23,1.5,79,9.75,1021,14.625,28,19,14,113,176,113,météo favorable
2009-05-30,21,16,29,16,20,19,3,83,9.125,1019,18.375,21,15,16,113,113,113,météo favorable
2009-05-31,22,14,18,15,22,17,8.3,84,9,1016,29.625,25,16,12,176,176,299,météo correcte
2009-06-01,20,13,17,15,20,19,10.9,83,8.625,1015,39.75,20,14,11,299,353,176,météo correcte
2009-06-02,22,14,18,15,22,21,1.4,75,9.125,1013,16.125,25,16,14,113,176,113,météo favorable
2009-06-03,26,13,17,17,26,24,4.4,87,9.5,1013,11.125,27,19,12,176,176,386,météo favorable
2009-06-04,27,14,13,15,27,24,0.6,78,10,1010,4.625,27,17,14,113,113,113,météo favorable
2009-06-05,23,14,18,15,22,21,0.3,73,10,1009,24.375,25,16,14,116,116,113,météo favorable
2009-06-06,22,14,31,17,22,20,2.3,92,9.5,1004,15.375,25,16,14,176,113,113,météo favorable
2009-06-07,22,15,29,16,22,20,0.3,72,10,1010,7.625,25,13,14,113,113,113,météo favorable
2009-06-08,21,14,21,15,21,19,0.2,76,10,1013,17.25,25,15,14,113,113,113,météo favorable
2009-06-09,21,15,21,16,21,19,2.1,87,9.75,1016,18.375,25,16,15,113,113,176,météo favorable
2009-06-10,23,14,29,15,23,21,0,79,10,1019,8.375,25,14,12,113,113,113,météo favorable
2009-06-11,28,16,31,17,28,24,0,67,10,1019,4.125,28,16,16,113,113,113,météo idéale
2009-06-12,26,15,15,17,26,23,0,71,10,1017,3.125,27,18,15,113,113,113,météo idéale
2009-06-13,26,18,14,19,26,24,0,78,10,1019,0.375,28,20,18,113,113,113,météo idéale
2009-06-14,27,17,15,20,27,23,0,85,10,1021,5.25,28,19,17,113,113,113,météo idéale
2009-06-15,27,18,14,19,27,25,0,79,10,1020,4,28,20,18,113,113,113,météo idéale
2009-06-16,29,17,24,19,29,24,0.2,69,10,1018,7.75,30,19,17,113,113,113,météo idéale
2009-06-17,25,18,15,19,25,24,2.1,82,9.625,1021,18.875,26,21,18,116,176,176,météo favorable
2009-06-18,26,18,15,20,26,25,1.5,83,9.75,1021,9.25,28,21,18,113,176,113,météo favorable
2009-06-19,30,17,19,19,30,27,0.9,84,10,1017,4,33,21,17,113,113,113,météo idéale
2009-06-20,24,16,14,19,24,23,5.2,76,9.625,1012,15.625,26,18,16,113,176,386,météo favorable
2009-06-21,22,16,28,17,22,20,7.9,70,9.75,1014,24.625,24,14,16,113,113,353,météo favorable
2009-06-22,22,16,15,16,22,18,8.2,85,9.125,1014,42.875,24,17,16,263,176,386,météo correcte
2009-06-23,25,14,18,14,25,22,2.7,66,9.75,1014,10.125,26,15,13,113,113,113,météo favorable
2009-06-24,26,16,22,18,26,24,0.1,70,10,1010,9.5,27,17,16,113,113,113,météo idéale
2009-06-25,28,16,23,18,28,24,2.1,76,10,1010,6.75,29,19,16,113,113,113,météo idéale
2009-06-26,25,15,15,17,25,24,5.4,77,9.875,1010,10,26,19,15,113,113,386,météo favorable
2009-06-27,24,16,11,17,24,24,7.4,82,9.75,1011,13.5,26,20,16,113,386,176,météo correcte
2009-06-28,25,17,13,18,25,24,3.3,85,9.75,1013,11,27,19,17,113,113,176,météo favorable
2009-06-29,26,17,10,19,26,24,11.3,89,9.125,1015,12,28,22,17,113,356,386,météo correcte
2009-06-30,25,18,9,19,24,24,12.3,89,9.125,1017,15.25,27,21,18,113,356,356,météo correcte
2009-07-01,26,18,8,20,24,25,18,92,9,1018,16.25,28,21,18,176,356,386,météo très défavorable
2009-07-02,27,17,13,19,27,25,15.4,87,8.875,1017,15.375,29,22,17,176,356,386,météo défavorable
2009-07-03,28,17,12,19,28,27,4.5,92,9.625,1014,9.875,32,23,17,113,176,176,météo favorable
2009-07-04,29,18,14,18,29,27,4.3,88,9.375,1012,14.625,32,23,18,263,386,386,météo correcte
2009-07-05,27,17,14,18,27,26,3.4,82,9.875,1010,8.75,30,22,17,113,176,386,météo favorable
2009-07-06,28,17,14,19,28,26,1,78,10,1009,2.875,30,21,17,113,113,113,météo idéale
2009-07-07,28,18,32,18,28,24,0,65,10,1009,7.625,28,16,18,113,113,113,météo idéale
2009-07-08,27,18,28,18,27,25,0.1,58,10,1012,2.75,27,16,18,113,113,113,météo idéale
2009-07-09,27,16,16,17,26,25,0.5,72,10,1014,5.625,28,18,16,113,113,113,météo idéale
2009-07-10,27,16,14,17,27,26,0.6,65,10,1014,9.5,28,19,16,113,113,113,météo idéale
2009-07-11,25,17,15,17,25,23,1.6,80,9.875,1016,10.75,27,19,17,176,113,113,météo idéale
2009-07-12,25,19,19,19,25,23,0,81,10,1017,7.5,27,20,19,113,113,113,météo idéale
2009-07-13,27,19,15,19,27,25,0,81,10,1017,6.875,29,22,19,113,113,113,météo idéale
2009-07-14,29,19,19,19,29,27,0,68,10,1016,3.25,32,21,19,113,113,113,météo idéale
2009-07-15,28,19,16,19,28,27,5.2,82,9.75,1020,7.875,31,23,19,113,176,113,météo favorable
2009-07-16,30,21,11,21,30,28,0,78,10,1021,0.625,34,24,21,113,113,113,météo idéale
2009-07-17,30,20,25,20,30,26,1.1,78,9.875,1017,5.5,34,23,20,113,113,113,météo idéale
2009-07-18,27,18,25,18,24,24,0,59,10,1015,0.5,28,16,18,113,113,113,météo idéale
2009-07-19,25,16,17,16,25,22,0,67,10,1019,1.375,26,17,16,113,113,113,météo idéale
2009-07-20,27,17,17,17,27,24,0,70,10,1021,3.125,28,18,17,113,113,113,météo idéale
2009-07-21,27,18,16,18,27,24,0.1,77,10,1020,13,29,19,18,116,113,113,météo idéale
2009-07-22,29,19,10,19,29,28,0.1,66,10,1019,6.375,31,21,19,113,113,113,météo idéale
2009-07-23,30,19,14,19,30,27,0,70,10,1015,3.875,33,22,19,113,113,113,météo idéale
2009-07-24,30,21,25,21,30,27,0,66,10,1016,1.375,31,20,21,113,113,113,météo idéale
2009-07-25,28,17,15,17,28,25,0,64,10,1019,1.25,29,18,17,113,113,113,météo idéale
2009-07-26,28,18,13,18,28,27,0,64,10,1020,0.625,30,20,18,113,113,113,météo idéale
2009-07-27,29,20,13,20,29,25,0,72,10,1019,3.75,31,19,20,113,113,113,météo idéale
2009-07-28,28,19,14,19,28,26,0,68,10,1018,3.875,29,20,19,113,113,113,météo idéale
2009-07-29,30,19,11,19,30,29,1.3,80,10,1019,1.5,33,24,19,113,113,113,météo idéale
2009-07-30,31,20,15,20,31,28,0.4,68,10,1018,3.5,33,20,20,113,113,113,météo idéale
2009-07-31,30,20,12,20,30,28,1.3,87,10,1017,0.625,33,23,20,113,113,113,météo idéale
2009-08-01,29,22,15,22,29,25,0.3,74,10,1017,1.875,31,20,22,113,113,113,météo idéale
2009-08-02,28,17,19,17,28,25,1.5,68,9.875,1014,9.875,30,20,17,113,176,113,météo favorable
2009-08-03,28,17,34,17,28,24,0.8,73,10,1013,20.5,27,16,17,116,113,113,météo idéale
2009-08-04,26,17,17,17,26,24,0.1,62,10,1015,4.75,27,17,17,113,113,113,météo idéale
2009-08-05,29,19,16,19,29,26,0,70,10,1017,3.5,30,19,19,113,113,113,météo idéale
2009-08-06,30,21,14,21,30,26,0.7,73,10,1017,7.125,31,19,21,113,113,113,météo idéale
2009-08-07,30,20,12,20,30,26,6.5,79,9.375,1016,10.875,33,23,20,113,176,176,météo favorable
2009-08-08,27,20,8,20,27,26,8.1,81,9,1015,17,30,22,20,176,176,176,météo correcte
2009-08-09,28,19,10,19,28,26,6.6,81,9.625,1015,9.375,30,22,19,113,176,176,météo favorable
2009-08-10,28,19,18,19,28,25,5.8,81,9.375,1016,12.25,30,21,19,176,176,176,météo favorable
2009-08-11,28,19,13,19,28,26,2.1,80,10,1017,7.75,31,22,19,113,113,113,météo idéale
2009-08-12,29,20,10,20,29,26,2.3,83,9.875,1018,8.5,32,22,20,113,176,113,météo favorable
2009-08-13,29,20,13,20,29,26,6.3,82,9.25,1015,16.75,33,23,20,176,176,176,météo favorable
2009-08-14,28,20,13,20,28,26,0.9,84,10,1017,5.25,31,22,20,113,113,113,météo idéale
2009-08-15,29,20,9,20,29,27,4.2,86,9.875,1019,5.375,32,23,20,113,176,113,météo favorable
2009-08-16,30,20,10,20,30,26,3.4,75,9.75,1019,6.125,33,21,20,113,176,113,météo favorable
2009-08-17,29,20,12,20,29,27,0.9,72,10,1017,6.25,32,22,20,113,113,113,météo idéale
2009-08-18,30,21,12,21,30,26,1.3,71,10,1018,6.125,32,23,21,113,113,113,météo idéale
2009-08-19,30,21,10,21,29,27,1.5,78,10,1021,6.125,33,22,21,113,113,113,météo idéale
2009-08-20,31,22,14,22,30,26,1.6,66,10,1021,3.875,34,21,22,113,113,113,météo idéale
2009-08-21,32,21,24,21,32,27,0.4,63,10,1020,4.125,33,18,21,113,113,113,météo idéale
2009-08-22,33,21,15,21,33,26,1.2,68,10,1017,3.875,36,21,21,113,113,113,météo favorable
2009-08-23,29,22,17,22,28,27,5.5,83,9.25,1016,12.375,33,23,22,176,176,176,météo favorable
2009-08-24,29,21,21,21,29,27,2.9,77,9.75,1015,8.375,33,23,21,113,176,176,météo favorable
2009-08-25,28,21,18,21,28,26,5.1,80,9.625,1014,7.875,32,23,21,113,176,176,météo favorable
2009-08-26,27,21,17,21,27,24,5.9,83,9.5,1017,9,29,21,21,113,176,176,météo favorable
2009-08-27,28,20,14,20,28,25,11,83,8.875,1019,15.625,31,23,20,176,176,176,météo correcte
2009-08-28,30,20,13,20,30,27,4.6,82,9.375,1017,17.25,34,24,20,176,176,176,météo favorable
2009-08-29,31,17,13,17,31,25,4.1,75,9.75,1013,3.75,35,23,17,113,113,176,météo favorable
2009-08-30,25,21,21,21,25,23,5.6,83,9.375,1019,23.5,26,19,21,176,176,176,météo favorable
2009-08-31,26,20,18,20,26,24,0.3,76,10,1020,21.5,28,20,20,113,116,113,météo favorable
2009-09-01,28,19,12,19,28,26,0,79,10,1019,4.875,31,22,19,113,113,113,météo idéale
2009-09-02,29,19,18,19,29,25,1.4,78,9.75,1018,16.625,32,22,19,116,113,176,météo idéale
2009-09-03,31,20,31,20,30,27,0.2,81,10,1014,6.375,33,21,20,113,113,113,météo idéale
2009-09-04,28,20,37,20,28,23,0,57,10,1012,1.875,29,17,20,113,113,113,météo idéale
2009-09-05,27,18,15,18,27,23,0,50,10,1017,0.75,27,13,18,113,113,113,météo idéale
2009-09-06,25,16,22,16,25,21,0,57,10,1022,3,26,14,16,113,113,113,météo idéale
2009-09-07,26,16,13,16,26,21,0,67,10,1023,2.5,26,15,16,113,113,113,météo idéale
2009-09-08,26,17,17,17,26,23,0,66,10,1023,2.75,27,17,17,113,113,113,météo idéale
2009-09-09,25,15,11,15,25,21,0.2,65,10,1021,18,26,16,15,113,116,113,météo favorable
2009-09-10,26,16,13,16,26,22,0.9,71,9.875,1022,15.5,27,17,16,113,113,176,météo idéale
2009-09-11,26,17,14,17,26,22,1.8,68,9,1021,21.875,28,18,17,113,176,176,météo favorable
2009-09-12,24,16,13,16,23,21,18.6,82,9,1018,29.875,26,20,16,176,356,299,météo très défavorable
2009-09-13,25,16,15,16,25,22,10.1,74,9.125,1016,26.25,26,18,16,176,386,356,météo correcte
2009-09-14,21,17,17,17,21,19,4.9,81,9.375,1010,11.875,24,17,17,113,176,176,météo favorable
2009-09-15,19,17,22,17,19,18,22.5,86,7.75,1013,36.875,19,16,17,176,293,299,météo très défavorable
